order_item_id,order_id,product_id,quantity,unit_price_eur,discount_pct,line_net_amount_eur
I00098663,O0049796,P0002,1,182.35,0.03,176.88
I00098664,O0049796,P0037,1,146.48,0.02,143.55
I00098665,O0049796,P0188,2,58.42,0.02,114.5
I00098666,O0049796,P0084,1,37.39,0,37.39
I00098667,O0049797,P0230,1,232.41,0.08,213.82
I00098668,O0049797,P0176,1,219.08,0,219.08
I00098669,O0049798,P0143,1,69.39,0,69.39
I00098670,O0049798,P0010,1,85.61,0,85.61
I00098671,O0049799,P0124,1,14.95,0,14.95
I00098672,O0049800,P0070,1,80.97,0,80.97
I00098673,O0049800,P0038,1,69.75,0,69.75
I00098674,O0049800,P0102,2,223.48,0,446.96
I00098675,O0049801,P0183,1,12.77,0,12.77
I00098676,O0049801,P0199,1,230.59,0.06,216.75
I00098677,O0049801,P0031,1,282.16,0.01,279.34
I00098678,O0049801,P0037,1,145.78,0.05,138.49
I00098679,O0049802,P0223,1,89.24,0,89.24
I00098680,O0049803,P0053,1,9.3,0,9.3
I00098681,O0049804,P0142,1,140.02,0.04,134.42
I00098682,O0049805,P0177,1,84.04,0.07,78.16
I00098683,O0049805,P0223,1,86.94,0.06,81.72
I00098684,O0049806,P0235,1,713.47,0,713.47
I00098685,O0049807,P0049,1,79.72,0,79.72
I00098686,O0049807,P0172,1,78.03,0.05,74.13
I00098687,O0049807,P0203,1,67.3,0.1,60.57
I00098688,O0049807,P0040,1,26.23,0,26.23
I00098689,O0049807,P0003,1,63.37,0,63.37
I00098690,O0049808,P0240,1,100.84,0,100.84
I00098691,O0049808,P0096,1,95.38,0.17,79.17
I00098692,O0049808,P0014,1,238.08,0.07,221.41
I00098693,O0049809,P0132,1,254.77,0.07,236.94
I00098694,O0049810,P0140,1,13.39,0,13.39
I00098695,O0049810,P0083,1,77.16,0.02,75.62
I00098696,O0049810,P0118,2,230.69,0.08,424.47
I00098697,O0049811,P0042,1,16.51,0.16,13.87
I00098698,O0049812,P0219,1,171.43,0,171.43
I00098699,O0049812,P0103,1,103.41,0.02,101.34
I00098700,O0049813,P0093,1,54.56,0,54.56
I00098701,O0049813,P0050,1,191.69,0.03,185.94
I00098702,O0049814,P0208,1,65.75,0,65.75
I00098703,O0049815,P0014,1,248.53,0,248.53
I00098704,O0049815,P0229,1,29.86,0,29.86
I00098705,O0049815,P0117,1,44.56,0.01,44.11
I00098706,O0049815,P0113,1,429.63,0,429.63
I00098707,O0049816,P0020,2,38.49,0.03,74.67
I00098708,O0049817,P0153,1,47.95,0,47.95
I00098709,O0049817,P0060,1,10.52,0,10.52
I00098710,O0049818,P0042,1,16.49,0.06,15.5
I00098711,O0049819,P0070,1,84.07,0,84.07
I00098712,O0049820,P0142,1,138.7,0.05,131.76
I00098713,O0049820,P0034,1,28.34,0.01,28.06
I00098714,O0049821,P0116,1,74.92,0,74.92
I00098715,O0049822,P0093,1,54.96,0,54.96
I00098716,O0049822,P0204,1,208.18,0,208.18
I00098717,O0049822,P0214,2,36.11,0,72.22
I00098718,O0049822,P0197,2,13.07,0.01,25.88
I00098719,O0049823,P0030,1,63.75,0.02,62.47
I00098720,O0049823,P0013,1,9.69,0,9.69
I00098721,O0049823,P0092,1,7.61,0.09,6.93
I00098722,O0049824,P0035,2,25.68,0,51.36
I00098723,O0049825,P0108,1,283.76,0,283.76
I00098724,O0049826,P0071,1,110.39,0,110.39
I00098725,O0049827,P0110,1,818.11,0,818.11
I00098726,O0049827,P0164,1,67.28,0,67.28
I00098727,O0049827,P0046,1,6.4,0,6.4
I00098728,O0049827,P0130,3,105.38,0,316.14
I00098729,O0049828,P0062,1,5.1,0.03,4.95
I00098730,O0049829,P0161,1,68.14,0.14,58.6
I00098731,O0049830,P0128,2,654.01,0,1308.02
I00098732,O0049831,P0142,1,137.3,0.06,129.06
I00098733,O0049832,P0116,1,69.38,0,69.38
I00098734,O0049833,P0231,1,35.7,0.15,30.34
I00098735,O0049833,P0117,1,44.98,0,44.98
I00098736,O0049834,P0104,1,21.36,0,21.36
I00098737,O0049834,P0095,1,35.96,0.02,35.24
I00098738,O0049834,P0220,1,9.29,0.05,8.83
I00098739,O0049835,P0020,1,40.81,0.07,37.95
I00098740,O0049836,P0031,1,274.54,0.03,266.3
I00098741,O0049837,P0005,1,88.97,0,88.97
I00098742,O0049838,P0153,1,45.21,0,45.21
I00098743,O0049838,P0230,1,237.35,0,237.35
I00098744,O0049838,P0012,1,179.38,0.09,163.24
I00098745,O0049839,P0216,2,59.06,0.08,108.67
I00098746,O0049839,P0032,1,52.81,0,52.81
I00098747,O0049840,P0137,1,723.81,0.06,680.38
I00098748,O0049841,P0066,1,184.05,0,184.05
I00098749,O0049841,P0188,1,59.58,0,59.58
I00098750,O0049842,P0224,1,35.28,0,35.28
I00098751,O0049843,P0058,1,38.49,0,38.49
I00098752,O0049844,P0116,1,74.12,0,74.12
I00098753,O0049845,P0006,1,95.47,0,95.47
I00098754,O0049846,P0070,1,82,0,82
I00098755,O0049846,P0068,1,13.59,0,13.59
I00098756,O0049847,P0001,1,127.25,0,127.25
I00098757,O0049848,P0038,2,67.71,0.01,134.07
I00098758,O0049849,P0022,1,59.71,0,59.71
I00098759,O0049850,P0192,1,27.44,0,27.44
I00098760,O0049850,P0045,1,59.77,0.08,54.99
I00098761,O0049851,P0185,1,28.64,0,28.64
I00098762,O0049851,P0237,2,54.63,0.04,104.89
I00098763,O0049852,P0173,2,126.9,0,253.8
I00098764,O0049852,P0216,1,55.31,0,55.31
I00098765,O0049852,P0228,1,60.26,0.02,59.05
I00098766,O0049853,P0098,1,644.68,0,644.68
I00098767,O0049853,P0014,1,245.63,0,245.63
I00098768,O0049854,P0201,1,8.39,0,8.39
I00098769,O0049854,P0097,1,9.67,0,9.67
I00098770,O0049855,P0227,1,59.78,0,59.78
I00098771,O0049856,P0059,1,209.85,0,209.85
I00098772,O0049856,P0077,1,131.94,0,131.94
I00098773,O0049857,P0108,2,290.18,0.06,545.54
I00098774,O0049857,P0177,1,80.7,0.04,77.47
I00098775,O0049858,P0109,2,87.55,0,175.1
I00098776,O0049858,P0228,1,60.5,0,60.5
I00098777,O0049858,P0177,1,84.42,0,84.42
I00098778,O0049859,P0233,1,89.64,0,89.64
I00098779,O0049860,P0101,1,19.69,0.02,19.3
I00098780,O0049860,P0095,1,36.18,0.16,30.39
I00098781,O0049860,P0091,1,47.67,0.02,46.72
I00098782,O0049861,P0014,1,247.58,0.13,215.39
I00098783,O0049862,P0139,1,135.87,0.07,126.36
I00098784,O0049862,P0178,2,3.67,0.07,6.83
I00098785,O0049862,P0208,1,66.5,0,66.5
I00098786,O0049862,P0151,1,81.24,0,81.24
I00098787,O0049863,P0185,2,28.7,0,57.4
I00098788,O0049864,P0030,1,68.18,0,68.18
I00098789,O0049864,P0231,1,37.58,0.04,36.08
I00098790,O0049865,P0077,1,133.22,0,133.22
I00098791,O0049866,P0058,1,37.19,0,37.19
I00098792,O0049866,P0226,2,10.24,0,20.48
I00098793,O0049866,P0151,3,79.49,0,238.47
I00098794,O0049866,P0170,1,75.91,0,75.91
I00098795,O0049866,P0198,1,58.62,0,58.62
I00098796,O0049866,P0187,1,236.51,0.05,224.68
I00098797,O0049867,P0029,1,23.39,0.01,23.16
I00098798,O0049868,P0032,2,52.69,0.1,94.84
I00098799,O0049868,P0201,1,8.27,0,8.27
I00098800,O0049869,P0001,1,129.56,0.13,112.72
I00098801,O0049869,P0059,2,206.95,0,413.9
I00098802,O0049869,P0175,1,151.49,0.14,130.28
I00098803,O0049870,P0164,1,64.2,0.17,53.29
I00098804,O0049870,P0023,1,75.14,0,75.14
I00098805,O0049870,P0153,2,47,0,94
I00098806,O0049871,P0092,2,7.72,0.09,14.05
I00098807,O0049871,P0195,1,575.03,0.08,529.03
I00098808,O0049871,P0113,1,434.81,0,434.81
I00098809,O0049872,P0058,1,38.08,0,38.08
I00098810,O0049873,P0140,1,14.28,0.13,12.42
I00098811,O0049874,P0112,1,107.59,0,107.59
I00098812,O0049874,P0040,1,27.48,0,27.48
I00098813,O0049875,P0211,4,274.04,0,1096.16
I00098814,O0049875,P0155,1,27.76,0,27.76
I00098815,O0049876,P0228,1,61.7,0.04,59.23
I00098816,O0049876,P0233,1,90.76,0,90.76
I00098817,O0049876,P0231,1,35.14,0,35.14
I00098818,O0049876,P0061,2,21.12,0.05,40.13
I00098819,O0049877,P0206,1,54.26,0,54.26
I00098820,O0049878,P0217,1,4.17,0,4.17
I00098821,O0049878,P0128,1,680.81,0,680.81
I00098822,O0049878,P0047,1,8.91,0,8.91
I00098823,O0049878,P0109,1,85.67,0.04,82.24
I00098824,O0049879,P0223,1,85.98,0,85.98
I00098825,O0049880,P0002,1,173.67,0.06,163.25
I00098826,O0049881,P0080,1,60.41,0.02,59.2
I00098827,O0049882,P0055,1,104.55,0,104.55
I00098828,O0049882,P0172,1,79.1,0,79.1
I00098829,O0049883,P0223,1,83.8,0,83.8
I00098830,O0049883,P0125,1,83.97,0.16,70.53
I00098831,O0049883,P0031,1,277.75,0.08,255.53
I00098832,O0049884,P0194,1,44.89,0.03,43.54
I00098833,O0049885,P0113,1,445.91,0,445.91
I00098834,O0049886,P0114,1,122.7,0,122.7
I00098835,O0049886,P0201,1,8.53,0,8.53
I00098836,O0049887,P0238,1,79.29,0,79.29
I00098837,O0049888,P0033,1,161.5,0.02,158.27
I00098838,O0049889,P0027,1,88.79,0.06,83.46
I00098839,O0049889,P0029,1,22.45,0,22.45
I00098840,O0049890,P0216,1,57.24,0,57.24
I00098841,O0049890,P0185,2,28.06,0,56.12
I00098842,O0049891,P0006,1,95.76,0.03,92.89
I00098843,O0049891,P0153,2,45.73,0,91.46
I00098844,O0049892,P0153,1,46.16,0,46.16
I00098845,O0049893,P0193,1,51.57,0,51.57
I00098846,O0049894,P0154,1,92.12,0,92.12
I00098847,O0049894,P0036,1,113.33,0,113.33
I00098848,O0049894,P0013,1,9.76,0,9.76
I00098849,O0049895,P0065,1,602.47,0,602.47
I00098850,O0049895,P0031,1,263.95,0,263.95
I00098851,O0049895,P0207,1,80.99,0.05,76.94
I00098852,O0049896,P0010,1,83.7,0.17,69.47
I00098853,O0049897,P0031,1,277.24,0,277.24
I00098854,O0049898,P0030,1,64.92,0,64.92
I00098855,O0049899,P0060,2,10.81,0.03,20.97
I00098856,O0049899,P0202,1,46.21,0.08,42.51
I00098857,O0049900,P0046,1,6.57,0,6.57
I00098858,O0049900,P0106,1,580.15,0,580.15
I00098859,O0049901,P0078,1,86.42,0,86.42
I00098860,O0049902,P0160,2,59.25,0,118.5
I00098861,O0049903,P0212,1,81.72,0,81.72
I00098862,O0049903,P0085,1,265.5,0,265.5
I00098863,O0049903,P0154,1,94.91,0,94.91
I00098864,O0049903,P0230,2,221.55,0,443.1
I00098865,O0049904,P0079,1,21.11,0,21.11
I00098866,O0049905,P0229,1,28.6,0,28.6
I00098867,O0049905,P0067,1,167.92,0,167.92
I00098868,O0049906,P0029,2,22.9,0,45.8
I00098869,O0049906,P0151,2,80.45,0,160.9
I00098870,O0049907,P0152,1,386.11,0,386.11
I00098871,O0049907,P0189,1,42.06,0.01,41.64
I00098872,O0049907,P0160,1,58.37,0,58.37
I00098873,O0049908,P0133,2,28.61,0,57.22
I00098874,O0049908,P0104,1,21.15,0,21.15
I00098875,O0049908,P0012,1,181.57,0.08,167.04
I00098876,O0049909,P0101,2,20.59,0.06,38.71
I00098877,O0049910,P0135,1,128.81,0,128.81
I00098878,O0049910,P0160,1,59.11,0,59.11
I00098879,O0049910,P0053,1,9.72,0.02,9.53
I00098880,O0049911,P0025,1,16.59,0,16.59
I00098881,O0049912,P0032,1,52.45,0,52.45
I00098882,O0049913,P0067,1,168.24,0,168.24
I00098883,O0049913,P0222,1,11.32,0,11.32
I00098884,O0049913,P0235,2,764.06,0,1528.12
I00098885,O0049913,P0143,1,72.36,0,72.36
I00098886,O0049913,P0033,1,164.8,0.02,161.5
I00098887,O0049914,P0177,1,82.9,0.02,81.24
I00098888,O0049914,P0065,1,590.01,0,590.01
I00098889,O0049915,P0225,1,54.76,0,54.76
I00098890,O0049916,P0150,1,86.62,0,86.62
I00098891,O0049917,P0213,1,106.81,0.05,101.47
I00098892,O0049918,P0100,1,1.67,0.06,1.57
I00098893,O0049918,P0155,3,27.68,0,83.04
I00098894,O0049918,P0186,1,57.58,0.01,57
I00098895,O0049918,P0160,1,58.15,0,58.15
I00098896,O0049918,P0012,1,179.42,0,179.42
I00098897,O0049919,P0091,1,45.74,0.02,44.83
I00098898,O0049919,P0031,1,274.14,0,274.14
I00098899,O0049920,P0036,1,119.07,0.09,108.35
I00098900,O0049921,P0117,1,43.57,0,43.57
I00098901,O0049921,P0240,1,96.89,0.03,93.98
I00098902,O0049922,P0239,1,20.34,0.07,18.92
I00098903,O0049923,P0038,1,66.69,0,66.69
I00098904,O0049923,P0088,1,61.81,0.12,54.39
I00098905,O0049924,P0009,3,62.91,0.18,154.76
I00098906,O0049924,P0051,1,40.64,0,40.64
I00098907,O0049924,P0218,1,19.5,0.05,18.52
I00098908,O0049925,P0142,1,142.74,0,142.74
I00098909,O0049925,P0142,2,139.16,0.06,261.62
I00098910,O0049926,P0029,1,23.95,0,23.95
I00098911,O0049926,P0139,1,130.23,0.05,123.72
I00098912,O0049927,P0085,1,267.35,0.09,243.29
I00098913,O0049927,P0191,1,74.33,0,74.33
I00098914,O0049928,P0098,1,644.99,0.04,619.19
I00098915,O0049928,P0014,1,245.86,0,245.86
I00098916,O0049929,P0062,2,5.14,0.06,9.66
I00098917,O0049930,P0221,1,5.35,0,5.35
I00098918,O0049930,P0142,1,141.3,0,141.3
I00098919,O0049931,P0065,1,594.16,0,594.16
I00098920,O0049932,P0187,4,229.79,0,919.16
I00098921,O0049932,P0122,1,423.85,0,423.85
I00098922,O0049933,P0225,1,53.6,0,53.6
I00098923,O0049934,P0004,1,41.52,0,41.52
I00098924,O0049934,P0050,1,186.11,0.08,171.22
I00098925,O0049934,P0008,1,42.15,0,42.15
I00098926,O0049934,P0007,1,91.21,0,91.21
I00098927,O0049934,P0171,1,12.47,0,12.47
I00098928,O0049935,P0153,1,45.82,0,45.82
I00098929,O0049936,P0008,1,42.11,0,42.11
I00098930,O0049936,P0118,1,244.93,0,244.93
I00098931,O0049936,P0062,2,5.02,0.02,9.84
I00098932,O0049937,P0012,1,184.67,0,184.67
I00098933,O0049938,P0155,1,28.69,0,28.69
I00098934,O0049939,P0207,2,82.77,0,165.54
I00098935,O0049940,P0139,1,132.56,0,132.56
I00098936,O0049940,P0233,1,93.3,0.12,82.1
I00098937,O0049941,P0198,1,58.66,0,58.66
I00098938,O0049942,P0023,1,77.47,0.08,71.27
I00098939,O0049942,P0174,1,44.57,0,44.57
I00098940,O0049942,P0165,2,38.63,0,77.26
I00098941,O0049943,P0175,4,146.62,0,586.48
I00098942,O0049944,P0078,3,88.06,0.03,256.25
I00098943,O0049945,P0219,1,181.15,0.11,161.22
I00098944,O0049945,P0189,1,42.14,0,42.14
I00098945,O0049946,P0033,1,164.51,0.06,154.64
I00098946,O0049946,P0070,1,82.62,0,82.62
I00098947,O0049946,P0029,1,22.33,0,22.33
I00098948,O0049947,P0090,1,25.66,0,25.66
I00098949,O0049948,P0020,1,40.77,0,40.77
I00098950,O0049948,P0208,2,63.39,0.09,115.37
I00098951,O0049949,P0011,1,138.05,0.11,122.86
I00098952,O0049950,P0028,1,340.92,0.04,327.28
I00098953,O0049951,P0107,1,11.21,0.01,11.1
I00098954,O0049951,P0045,2,62.73,0,125.46
I00098955,O0049952,P0237,1,54.08,0.06,50.84
I00098956,O0049953,P0209,1,70.59,0,70.59
I00098957,O0049954,P0016,2,94.83,0.05,180.18
I00098958,O0049954,P0069,1,79.28,0,79.28
I00098959,O0049955,P0053,2,9.36,0.04,17.97
I00098960,O0049955,P0178,1,3.61,0.03,3.5
I00098961,O0049955,P0065,1,597.19,0,597.19
I00098962,O0049955,P0171,1,12.98,0,12.98
I00098963,O0049955,P0099,1,103.95,0.09,94.59
I00098964,O0049956,P0037,1,136.23,0,136.23
I00098965,O0049956,P0131,1,6.81,0.08,6.27
I00098966,O0049957,P0200,1,196.73,0,196.73
I00098967,O0049957,P0107,2,11.81,0,23.62
I00098968,O0049958,P0026,1,25.45,0,25.45
I00098969,O0049958,P0176,1,229.95,0,229.95
I00098970,O0049959,P0153,1,48.31,0,48.31
I00098971,O0049959,P0071,1,106.95,0.07,99.46
I00098972,O0049959,P0033,1,170.71,0,170.71
I00098973,O0049959,P0144,1,526.37,0.09,479
I00098974,O0049959,P0028,1,327.99,0.02,321.43
I00098975,O0049960,P0157,1,86.8,0.07,80.72
I00098976,O0049961,P0037,1,139.47,0.05,132.5
I00098977,O0049961,P0194,1,44.25,0.09,40.27
I00098978,O0049962,P0098,1,666.81,0,666.81
I00098979,O0049963,P0119,1,56.28,0,56.28
I00098980,O0049964,P0036,1,118.72,0,118.72
I00098981,O0049965,P0170,1,75.19,0.09,68.42
I00098982,O0049965,P0024,1,102.96,0,102.96
I00098983,O0049965,P0069,1,78.23,0,78.23
I00098984,O0049965,P0069,1,80.16,0,80.16
I00098985,O0049965,P0024,2,101.53,0.04,194.94
I00098986,O0049966,P0018,1,9.96,0,9.96
I00098987,O0049966,P0004,1,39.02,0.04,37.46
I00098988,O0049967,P0167,1,54.85,0,54.85
I00098989,O0049967,P0148,2,76.59,0,153.18
I00098990,O0049968,P0070,2,82.99,0,165.98
I00098991,O0049968,P0113,1,415.46,0.02,407.15
I00098992,O0049969,P0040,1,26.09,0.03,25.31
I00098993,O0049970,P0173,2,130.9,0.04,251.33
I00098994,O0049971,P0089,1,11.76,0.09,10.7
I00098995,O0049972,P0124,2,15.06,0,30.12
I00098996,O0049973,P0057,4,36.86,0,147.44
I00098997,O0049973,P0020,2,39.63,0,79.26
I00098998,O0049973,P0043,1,8.02,0,8.02
I00098999,O0049974,P0120,1,10.09,0.08,9.28
I00099000,O0049974,P0168,1,74.24,0.07,69.04
I00099001,O0049974,P0022,1,61.03,0.05,57.98
I00099002,O0049975,P0123,3,83.81,0,251.43
I00099003,O0049976,P0147,1,69.98,0,69.98
I00099004,O0049976,P0019,2,370.08,0,740.16
I00099005,O0049976,P0216,1,55.72,0,55.72
I00099006,O0049976,P0123,1,89.33,0.04,85.76
I00099007,O0049976,P0102,1,221.54,0,221.54
I00099008,O0049977,P0131,1,7.17,0,7.17
I00099009,O0049977,P0028,1,336.72,0.02,329.99
I00099010,O0049977,P0045,1,63.05,0.01,62.42
I00099011,O0049978,P0112,1,107.37,0,107.37
I00099012,O0049978,P0236,1,223.41,0,223.41
I00099013,O0049978,P0062,1,5.03,0,5.03
I00099014,O0049978,P0203,1,70.44,0,70.44
I00099015,O0049978,P0021,1,6.87,0,6.87
I00099016,O0049979,P0135,1,127.09,0.02,124.55
I00099017,O0049979,P0044,1,37.72,0,37.72
I00099018,O0049979,P0220,2,9.4,0,18.8
I00099019,O0049979,P0187,1,224.82,0,224.82
I00099020,O0049980,P0155,1,27.95,0,27.95
I00099021,O0049981,P0160,3,55.42,0,166.26
I00099022,O0049982,P0233,3,91.85,0,275.55
I00099023,O0049982,P0198,1,62.74,0,62.74
I00099024,O0049983,P0204,1,220.82,0,220.82
I00099025,O0049984,P0197,1,12.6,0.03,12.22
I00099026,O0049984,P0198,1,60.51,0,60.51
I00099027,O0049984,P0107,2,11.87,0,23.74
I00099028,O0049985,P0042,1,16.41,0.04,15.75
I00099029,O0049985,P0178,1,3.63,0.03,3.52
I00099030,O0049986,P0129,1,23.5,0,23.5
I00099031,O0049986,P0181,1,269.24,0,269.24
I00099032,O0049987,P0185,2,28.48,0.06,53.54
I00099033,O0049987,P0091,1,48.27,0,48.27
I00099034,O0049988,P0075,2,12.83,0,25.66
I00099035,O0049989,P0083,1,80,0,80
I00099036,O0049989,P0149,1,78.8,0.07,73.28
I00099037,O0049990,P0184,2,97.42,0.04,187.05
I00099038,O0049990,P0221,2,5.56,0.06,10.45
I00099039,O0049990,P0143,2,72.3,0,144.6
I00099040,O0049990,P0021,1,6.72,0,6.72
I00099041,O0049990,P0093,1,55.31,0.01,54.76
I00099042,O0049991,P0054,2,752.14,0.09,1368.89
I00099043,O0049992,P0149,1,80.92,0,80.92
I00099044,O0049993,P0191,1,73.67,0,73.67
I00099045,O0049994,P0160,1,58.57,0,58.57
I00099046,O0049994,P0014,1,248.99,0.1,224.09
I00099047,O0049995,P0171,1,12.43,0.06,11.68
I00099048,O0049996,P0166,2,543.79,0,1087.58
I00099049,O0049996,P0220,1,9.8,0.09,8.92
I00099050,O0049997,P0100,1,1.65,0,1.65
I00099051,O0049997,P0176,2,226.46,0.14,389.51
I00099052,O0049997,P0030,2,64.94,0,129.88
I00099053,O0049997,P0141,1,242.68,0,242.68
I00099054,O0049998,P0134,1,343.69,0.04,329.94
I00099055,O0049998,P0189,1,40.25,0,40.25
I00099056,O0049999,P0142,1,141.34,0.01,139.93
I00099057,O0050000,P0141,1,248.76,0,248.76
I00099058,O0050001,P0148,1,76.33,0.16,64.12
I00099059,O0050001,P0193,1,51.39,0.14,44.2
I00099060,O0050001,P0053,1,9.87,0.13,8.59
I00099061,O0050001,P0123,2,89.05,0.05,169.2
I00099062,O0050001,P0061,1,20.93,0.12,18.42
I00099063,O0050002,P0057,1,38.77,0,38.77
I00099064,O0050002,P0162,2,109.59,0.01,216.99
I00099065,O0050003,P0049,1,78.05,0.05,74.15
I00099066,O0050003,P0144,1,523.97,0,523.97
I00099067,O0050003,P0219,1,177.29,0,177.29
I00099068,O0050004,P0077,3,132.86,0,398.58
I00099069,O0050005,P0202,1,44.34,0,44.34
I00099070,O0050005,P0028,1,331.45,0,331.45
I00099071,O0050005,P0234,1,424.77,0.05,403.53
I00099072,O0050006,P0236,1,233.07,0.01,230.74
I00099073,O0050006,P0171,2,12.53,0,25.06
I00099074,O0050006,P0200,1,200.35,0.05,190.33
I00099075,O0050007,P0187,1,225.09,0,225.09
I00099076,O0050008,P0139,2,135.81,0,271.62
I00099077,O0050009,P0075,1,13.07,0,13.07
I00099078,O0050009,P0063,1,754.9,0.1,679.41
I00099079,O0050010,P0033,1,163.67,0.08,150.58
I00099080,O0050010,P0187,2,238.89,0,477.78
I00099081,O0050011,P0145,1,18.02,0,18.02
I00099082,O0050012,P0234,1,424.63,0.05,403.4
I00099083,O0050012,P0166,1,573.17,0,573.17
I00099084,O0050013,P0027,1,91.84,0,91.84
I00099085,O0050013,P0113,1,440.51,0,440.51
I00099086,O0050013,P0041,2,90.26,0,180.52
I00099087,O0050013,P0134,1,323.56,0,323.56
I00099088,O0050014,P0149,1,78.76,0.03,76.4
I00099089,O0050015,P0126,2,203.34,0.07,378.21
I00099090,O0050016,P0170,4,74.66,0,298.64
I00099091,O0050016,P0125,1,88.04,0,88.04
I00099092,O0050016,P0225,1,53.56,0,53.56
I00099093,O0050017,P0233,1,92.99,0.08,85.55
I00099094,O0050017,P0180,1,89.68,0,89.68
I00099095,O0050018,P0008,1,41.18,0,41.18
I00099096,O0050019,P0129,1,22.44,0,22.44
I00099097,O0050019,P0223,1,87.56,0.06,82.31
I00099098,O0050020,P0226,1,9.92,0,9.92
I00099099,O0050020,P0218,1,18.79,0.09,17.1
I00099100,O0050020,P0130,1,101.37,0,101.37
I00099101,O0050020,P0005,2,87.53,0,175.06
I00099102,O0050021,P0138,1,10.21,0,10.21
I00099103,O0050021,P0055,1,97.97,0.1,88.17
I00099104,O0050021,P0200,1,191.97,0,191.97
I00099105,O0050022,P0212,1,82.08,0,82.08
I00099106,O0050022,P0141,1,253.36,0,253.36
I00099107,O0050023,P0228,2,61.43,0,122.86
I00099108,O0050023,P0202,1,44.44,0.03,43.11
I00099109,O0050023,P0172,2,78.51,0.09,142.89
I00099110,O0050024,P0031,1,274.32,0,274.32
I00099111,O0050024,P0112,1,109.56,0,109.56
I00099112,O0050024,P0048,2,30.87,0,61.74
I00099113,O0050024,P0157,1,92.19,0,92.19
I00099114,O0050024,P0179,2,367.65,0,735.3
I00099115,O0050025,P0112,1,107.84,0.07,100.29
I00099116,O0050026,P0117,1,44.06,0,44.06
I00099117,O0050026,P0138,1,10.25,0.14,8.81
I00099118,O0050026,P0143,1,72.04,0.13,62.67
I00099119,O0050027,P0142,1,136.7,0.03,132.6
I00099120,O0050027,P0039,1,17.99,0.04,17.27
I00099121,O0050028,P0111,1,49.62,0,49.62
I00099122,O0050028,P0122,1,403.93,0,403.93
I00099123,O0050028,P0010,2,81.53,0.02,159.8
I00099124,O0050028,P0144,1,547.32,0.03,530.9
I00099125,O0050029,P0050,1,190.53,0,190.53
I00099126,O0050030,P0001,1,125.02,0.13,108.77
I00099127,O0050031,P0031,1,269.72,0.05,256.23
I00099128,O0050032,P0117,1,45.69,0.01,45.23
I00099129,O0050032,P0047,1,8.8,0,8.8
I00099130,O0050033,P0189,1,39.56,0,39.56
I00099131,O0050034,P0119,1,52.65,0.09,47.91
I00099132,O0050034,P0138,1,9.69,0.07,9.01
I00099133,O0050034,P0164,1,64.34,0.04,61.77
I00099134,O0050034,P0231,1,36.74,0.01,36.37
I00099135,O0050034,P0191,1,76.6,0,76.6
I00099136,O0050035,P0212,1,81.45,0,81.45
I00099137,O0050035,P0059,1,207.6,0.04,199.3
I00099138,O0050036,P0143,1,72.69,0,72.69
I00099139,O0050036,P0003,1,62.9,0,62.9
I00099140,O0050037,P0138,1,9.92,0.06,9.32
I00099141,O0050038,P0048,1,31.94,0,31.94
I00099142,O0050038,P0223,1,85.38,0,85.38
I00099143,O0050039,P0035,1,26.45,0,26.45
I00099144,O0050039,P0075,1,12.13,0,12.13
I00099145,O0050039,P0025,1,16.45,0,16.45
I00099146,O0050040,P0209,1,70.91,0,70.91
I00099147,O0050041,P0106,1,588.16,0.03,570.52
I00099148,O0050041,P0110,1,795.43,0.09,723.84
I00099149,O0050042,P0007,1,89.76,0,89.76
I00099150,O0050043,P0012,1,188.74,0,188.74
I00099151,O0050043,P0129,1,23.45,0,23.45
I00099152,O0050043,P0201,1,8.31,0,8.31
I00099153,O0050043,P0081,1,10.37,0.07,9.64
I00099154,O0050044,P0108,1,304.69,0,304.69
I00099155,O0050045,P0161,1,70.77,0,70.77
I00099156,O0050046,P0058,1,37.05,0,37.05
I00099157,O0050047,P0207,1,78.94,0,78.94
I00099158,O0050047,P0163,1,128.48,0.03,124.63
I00099159,O0050047,P0031,2,263.48,0.01,521.69
I00099160,O0050048,P0030,1,65.72,0,65.72
I00099161,O0050048,P0074,1,12.62,0,12.62
I00099162,O0050049,P0207,1,78.83,0,78.83
I00099163,O0050050,P0200,1,202.3,0.06,190.16
I00099164,O0050050,P0225,1,55.12,0.04,52.92
I00099165,O0050050,P0045,2,60.19,0.05,114.36
I00099166,O0050050,P0036,1,115.55,0.01,114.39
I00099167,O0050050,P0210,1,47.42,0,47.42
I00099168,O0050051,P0152,1,384.86,0,384.86
I00099169,O0050052,P0238,1,78.62,0.02,77.05
I00099170,O0050052,P0124,1,15.61,0,15.61
I00099171,O0050052,P0140,1,13.65,0.04,13.1
I00099172,O0050052,P0107,1,11.85,0,11.85
I00099173,O0050052,P0111,1,47.96,0.07,44.6
I00099174,O0050053,P0100,1,1.68,0.1,1.51
I00099175,O0050053,P0233,1,94.81,0,94.81
I00099176,O0050054,P0133,1,27.95,0.03,27.11
I00099177,O0050055,P0036,2,113.76,0,227.52
I00099178,O0050056,P0114,3,115.69,0.03,336.66
I00099179,O0050057,P0101,1,19.79,0.08,18.21
I00099180,O0050058,P0204,1,214.17,0.07,199.18
I00099181,O0050059,P0043,1,7.94,0,7.94
I00099182,O0050060,P0048,2,30.46,0,60.92
I00099183,O0050060,P0147,2,72.3,0,144.6
