return_id,order_id,order_item_id,return_date,return_reason,refund_amount_eur,return_status
R0003120,O0042472,I00084103,2023-03-01,changed_mind,11.53,approved
R0003121,O0042487,I00084138,2025-12-04,damaged,41.12,approved
R0003122,O0042494,I00084153,2023-05-30,wrong_size,7.11,approved
R0003123,O0042498,I00084161,2023-11-12,wrong_size,25.46,approved
R0003124,O0042509,I00084179,2023-06-27,damaged,86.74,approved
R0003125,O0042538,I00084226,2024-04-15,damaged,500.9,approved
R0003126,O0042579,I00084317,2024-11-19,changed_mind,239.25,approved
R0003127,O0042588,I00084338,2023-03-29,damaged,2.13,approved
R0003128,O0042598,I00084360,2025-12-28,late_delivery,74.5,approved
R0003129,O0042602,I00084373,2023-11-18,damaged,22.53,approved
R0003130,O0042605,I00084377,2025-04-19,late_delivery,97.19,approved
R0003131,O0042611,I00084394,2023-08-26,not_as_expected,726.59,approved
R0003132,O0042628,I00084428,2025-04-07,not_as_expected,202.49,approved
R0003133,O0042641,I00084452,2024-02-23,wrong_size,42.6,approved
R0003134,O0042661,I00084487,2025-11-16,wrong_size,169.8,approved
R0003135,O0042677,I00084512,2024-03-25,not_as_expected,22.92,approved
R0003136,O0042709,I00084583,2024-08-06,not_as_expected,19.68,approved
R0003137,O0042718,I00084599,2024-02-18,wrong_size,120.17,approved
R0003138,O0042724,I00084610,2023-10-13,changed_mind,667.4,approved
R0003139,O0042727,I00084614,2023-04-04,changed_mind,26.11,approved
R0003140,O0042728,I00084615,2025-11-08,not_as_expected,20.22,approved
R0003141,O0042731,I00084621,2024-12-03,damaged,11.46,approved
R0003142,O0042738,I00084640,2024-10-23,wrong_size,240.58,approved
R0003143,O0042744,I00084649,2023-11-23,wrong_size,56.73,approved
R0003144,O0042753,I00084664,2023-10-19,wrong_size,4.83,approved
R0003145,O0042783,I00084717,2023-12-14,changed_mind,27.58,approved
R0003146,O0042785,I00084719,2024-01-10,damaged,109.92,approved
R0003147,O0042788,I00084724,2023-12-20,not_as_expected,60.02,approved
R0003148,O0042800,I00084745,2023-11-30,late_delivery,120.93,approved
R0003149,O0042835,I00084810,2025-07-27,damaged,62.41,approved
R0003150,O0042837,I00084815,2023-12-11,late_delivery,223.75,approved
R0003151,O0042847,I00084837,2023-01-29,not_as_expected,27.83,approved
R0003152,O0042882,I00084909,2023-08-14,wrong_size,265.18,approved
R0003153,O0042902,I00084949,2023-12-26,not_as_expected,104.17,approved
R0003154,O0042923,I00084982,2023-09-22,changed_mind,25.03,approved
R0003155,O0042941,I00085016,2025-11-05,damaged,37.43,approved
R0003156,O0042948,I00085026,2024-07-15,late_delivery,120.71,approved
R0003157,O0042980,I00085083,2023-10-05,damaged,176.61,approved
R0003158,O0042981,I00085085,2025-09-21,wrong_size,65.71,approved
R0003159,O0042993,I00085106,2024-08-17,damaged,60,approved
R0003160,O0043021,I00085166,2024-06-02,not_as_expected,153.18,approved
R0003161,O0043030,I00085190,2023-02-10,wrong_size,65.93,approved
R0003162,O0043042,I00085213,2025-04-02,not_as_expected,147.04,approved
R0003163,O0043076,I00085286,2024-12-20,damaged,245.16,approved
R0003164,O0043100,I00085328,2023-12-01,damaged,39.73,approved
R0003165,O0043101,I00085329,2025-09-21,not_as_expected,32.41,approved
R0003166,O0043110,I00085351,2025-05-01,damaged,135.87,approved
R0003167,O0043129,I00085398,2023-03-27,damaged,58.06,approved
R0003168,O0043146,I00085431,2025-05-26,damaged,62.73,approved
R0003169,O0043149,I00085437,2023-06-20,not_as_expected,25.64,approved
R0003170,O0043184,I00085504,2023-11-08,wrong_size,12.06,approved
R0003171,O0043219,I00085576,2023-03-25,not_as_expected,26.25,approved
R0003172,O0043225,I00085593,2023-11-19,not_as_expected,100.52,approved
R0003173,O0043229,I00085604,2025-12-11,damaged,38.32,approved
R0003174,O0043231,I00085610,2024-10-24,damaged,67.15,approved
R0003175,O0043240,I00085628,2024-04-28,wrong_size,426.21,approved
R0003176,O0043258,I00085672,2024-06-13,wrong_size,72.29,approved
R0003177,O0043269,I00085688,2025-01-12,damaged,56.36,approved
R0003178,O0043283,I00085716,2025-01-23,wrong_size,11.65,approved
R0003179,O0043303,I00085755,2024-09-23,damaged,19.28,rejected
R0003180,O0043322,I00085797,2025-09-22,not_as_expected,24.87,approved
R0003181,O0043325,I00085805,2025-05-25,not_as_expected,68.78,rejected
R0003182,O0043337,I00085826,2023-08-24,changed_mind,74.33,approved
R0003183,O0043343,I00085838,2025-05-02,not_as_expected,9.91,approved
R0003184,O0043373,I00085896,2023-07-25,damaged,37.99,approved
R0003185,O0043378,I00085902,2024-09-25,damaged,93.27,approved
R0003186,O0043388,I00085922,2023-08-20,not_as_expected,89.34,approved
R0003187,O0043396,I00085935,2025-07-24,changed_mind,19.5,approved
R0003188,O0043402,I00085950,2024-02-18,wrong_size,93.52,rejected
R0003189,O0043406,I00085960,2023-06-05,not_as_expected,107.51,approved
R0003190,O0043411,I00085967,2025-07-10,not_as_expected,78.71,rejected
R0003191,O0043417,I00085980,2025-06-08,not_as_expected,25.29,approved
R0003192,O0043418,I00085983,2023-09-23,changed_mind,93.47,approved
R0003193,O0043445,I00086041,2024-07-26,changed_mind,40.86,approved
R0003194,O0043458,I00086063,2025-08-09,not_as_expected,130.59,approved
R0003195,O0043493,I00086132,2025-10-08,not_as_expected,126.7,approved
R0003196,O0043533,I00086211,2025-10-07,not_as_expected,13.84,approved
R0003197,O0043541,I00086223,2025-08-08,wrong_size,18.97,rejected
R0003198,O0043544,I00086227,2023-09-04,damaged,42.99,approved
R0003199,O0043554,I00086241,2025-11-23,changed_mind,1.58,approved
R0003200,O0043573,I00086278,2025-01-05,wrong_size,21.11,approved
R0003201,O0043583,I00086302,2024-03-17,not_as_expected,74.99,approved
R0003202,O0043587,I00086308,2024-06-30,damaged,131.44,approved
R0003203,O0043620,I00086368,2023-11-20,late_delivery,32.21,approved
R0003204,O0043627,I00086384,2023-08-04,not_as_expected,47.2,approved
R0003205,O0043630,I00086395,2025-03-05,wrong_size,80,approved
R0003206,O0043639,I00086414,2024-11-21,wrong_size,7.49,approved
R0003207,O0043647,I00086429,2023-12-28,late_delivery,25.9,approved
R0003208,O0043704,I00086543,2024-10-26,not_as_expected,51.03,approved
R0003209,O0043705,I00086550,2025-12-26,damaged,39.39,approved
R0003210,O0043707,I00086554,2024-11-15,not_as_expected,26.05,approved
R0003211,O0043728,I00086597,2024-10-27,late_delivery,4.89,rejected
R0003212,O0043731,I00086605,2025-03-09,changed_mind,113.56,rejected
R0003213,O0043739,I00086619,2023-02-26,late_delivery,705.14,approved
R0003214,O0043758,I00086648,2023-08-21,late_delivery,10.87,approved
R0003215,O0043763,I00086658,2025-12-15,not_as_expected,49.58,approved
R0003216,O0043764,I00086661,2024-01-31,not_as_expected,284.01,approved
R0003217,O0043785,I00086703,2024-02-12,damaged,42.41,approved
R0003218,O0043793,I00086723,2025-12-16,wrong_size,17.22,approved
R0003219,O0043801,I00086734,2023-03-19,wrong_size,46.23,approved
R0003220,O0043862,I00086849,2025-01-29,not_as_expected,86.49,approved
R0003221,O0043868,I00086862,2023-06-23,not_as_expected,179.38,approved
R0003222,O0043878,I00086877,2025-03-16,not_as_expected,38.27,approved
R0003223,O0043883,I00086883,2024-10-28,not_as_expected,1562.7,approved
R0003224,O0043897,I00086907,2023-12-01,not_as_expected,101.52,approved
R0003225,O0043903,I00086919,2025-07-21,not_as_expected,39.83,approved
R0003226,O0043919,I00086945,2024-09-11,not_as_expected,9.82,approved
R0003227,O0043922,I00086949,2025-08-22,wrong_size,479.06,approved
R0003228,O0043927,I00086962,2024-07-11,not_as_expected,106.76,approved
R0003229,O0043954,I00087010,2023-10-25,changed_mind,41.75,rejected
R0003230,O0043956,I00087017,2023-04-29,changed_mind,44.22,approved
R0003231,O0044018,I00087141,2024-12-26,damaged,801.51,rejected
R0003232,O0044031,I00087163,2024-10-08,not_as_expected,39.33,approved
R0003233,O0044033,I00087165,2025-09-28,wrong_size,34.64,approved
R0003234,O0044042,I00087179,2023-06-19,wrong_size,19.03,approved
R0003235,O0044059,I00087213,2024-11-25,damaged,34.23,approved
R0003236,O0044072,I00087240,2024-08-22,damaged,191.02,approved
R0003237,O0044074,I00087248,2024-03-31,late_delivery,35.09,approved
R0003238,O0044091,I00087280,2024-04-06,damaged,202.48,approved
R0003239,O0044115,I00087325,2023-11-24,not_as_expected,43.3,approved
R0003240,O0044129,I00087355,2025-11-05,changed_mind,85.81,approved
R0003241,O0044139,I00087378,2025-03-10,changed_mind,9.48,approved
R0003242,O0044146,I00087391,2023-10-20,wrong_size,39.34,approved
R0003243,O0044150,I00087396,2024-07-11,changed_mind,93.15,approved
R0003244,O0044156,I00087406,2025-08-31,late_delivery,112.1,rejected
R0003245,O0044163,I00087418,2024-11-18,late_delivery,22.91,rejected
R0003246,O0044180,I00087457,2023-01-29,not_as_expected,186.39,approved
R0003247,O0044198,I00087495,2023-03-22,damaged,96.88,approved
R0003248,O0044234,I00087573,2024-05-11,changed_mind,41.62,approved
R0003249,O0044267,I00087649,2025-06-16,changed_mind,18.48,approved
R0003250,O0044281,I00087676,2023-12-18,wrong_size,76.96,approved
R0003251,O0044286,I00087683,2025-08-11,damaged,13.93,rejected
R0003252,O0044287,I00087687,2025-10-14,not_as_expected,39.07,approved
R0003253,O0044311,I00087738,2025-11-17,changed_mind,41.64,rejected
R0003254,O0044314,I00087743,2025-12-04,wrong_size,48.75,approved
R0003255,O0044318,I00087754,2023-02-23,damaged,79.99,approved
R0003256,O0044324,I00087765,2023-12-11,not_as_expected,17.94,approved
R0003257,O0044346,I00087814,2025-04-09,late_delivery,103.55,approved
R0003258,O0044350,I00087819,2024-02-23,wrong_size,21.7,approved
R0003259,O0044356,I00087832,2025-10-19,wrong_size,105.04,approved
R0003260,O0044362,I00087842,2023-01-25,damaged,31.02,approved
R0003261,O0044364,I00087848,2024-11-05,not_as_expected,57.16,approved
R0003262,O0044365,I00087849,2023-12-11,changed_mind,18.26,approved
R0003263,O0044366,I00087850,2024-08-08,wrong_size,9.56,approved
R0003264,O0044375,I00087864,2023-06-04,not_as_expected,172.51,approved
R0003265,O0044388,I00087887,2025-12-22,damaged,59.91,approved
R0003266,O0044390,I00087889,2024-06-20,late_delivery,8.47,approved
R0003267,O0044402,I00087912,2024-02-28,changed_mind,10.22,approved
R0003268,O0044422,I00087957,2023-06-18,not_as_expected,29.39,approved
R0003269,O0044504,I00088117,2024-11-13,changed_mind,92.17,approved
R0003270,O0044521,I00088150,2024-03-25,damaged,250.69,rejected
R0003271,O0044566,I00088229,2024-02-03,wrong_size,11.29,approved
R0003272,O0044579,I00088260,2024-09-02,damaged,40.75,approved
R0003273,O0044586,I00088273,2025-11-10,not_as_expected,34.58,approved
R0003274,O0044610,I00088313,2024-11-22,late_delivery,26.34,approved
R0003275,O0044619,I00088330,2025-01-28,not_as_expected,73.48,approved
R0003276,O0044623,I00088337,2025-09-06,changed_mind,68.72,approved
R0003277,O0044655,I00088392,2024-06-13,late_delivery,32.1,approved
R0003278,O0044669,I00088429,2024-03-29,not_as_expected,19.04,approved
R0003279,O0044710,I00088510,2024-09-02,not_as_expected,64.62,approved
R0003280,O0044724,I00088534,2024-12-08,wrong_size,75.12,approved
R0003281,O0044733,I00088554,2024-02-26,changed_mind,77.17,approved
R0003282,O0044753,I00088596,2024-04-19,changed_mind,122.89,approved
R0003283,O0044763,I00088614,2023-12-27,damaged,126.71,approved
R0003284,O0044772,I00088629,2024-02-01,wrong_size,19.33,approved
R0003285,O0044802,I00088697,2023-06-20,damaged,34.49,approved
R0003286,O0044808,I00088712,2025-11-21,late_delivery,23.44,approved
R0003287,O0044816,I00088726,2025-12-19,not_as_expected,45.55,approved
R0003288,O0044828,I00088752,2025-07-11,late_delivery,224.18,approved
R0003289,O0044833,I00088765,2024-08-19,wrong_size,74.36,approved
R0003290,O0044849,I00088796,2023-11-25,not_as_expected,91.66,approved
R0003291,O0044879,I00088868,2025-12-01,damaged,513.08,approved
R0003292,O0044952,I00089021,2023-10-28,wrong_size,7.97,approved
R0003293,O0044958,I00089030,2025-10-12,late_delivery,126.58,approved
R0003294,O0044961,I00089036,2025-10-05,late_delivery,46.43,approved
R0003295,O0044969,I00089051,2025-10-06,late_delivery,93.8,approved
R0003296,O0044974,I00089059,2025-05-18,wrong_size,90.35,approved
R0003297,O0045028,I00089163,2025-01-06,not_as_expected,5.17,approved
R0003298,O0045044,I00089187,2025-11-28,wrong_size,443.67,approved
R0003299,O0045053,I00089205,2023-02-07,damaged,224.39,approved
R0003300,O0045057,I00089210,2025-01-07,changed_mind,474.22,rejected
R0003301,O0045077,I00089242,2023-02-01,not_as_expected,188.4,approved
R0003302,O0045101,I00089296,2023-12-24,changed_mind,12.08,approved
R0003303,O0045127,I00089344,2026-01-13,not_as_expected,234.23,approved
R0003304,O0045131,I00089353,2025-07-12,late_delivery,250.55,approved
R0003305,O0045141,I00089384,2023-09-05,not_as_expected,158.82,approved
R0003306,O0045154,I00089411,2024-04-19,late_delivery,32.09,approved
R0003307,O0045168,I00089432,2024-09-23,wrong_size,38.07,approved
R0003308,O0045186,I00089466,2024-04-14,damaged,653.07,approved
R0003309,O0045195,I00089479,2026-01-07,damaged,48.23,approved
R0003310,O0045196,I00089480,2024-07-26,damaged,8.3,rejected
R0003311,O0045220,I00089525,2023-09-24,changed_mind,129.84,approved
R0003312,O0045227,I00089536,2024-07-10,wrong_size,76.79,approved
R0003313,O0045232,I00089551,2024-07-07,damaged,310.1,approved
R0003314,O0045250,I00089590,2023-09-19,damaged,69.51,approved
R0003315,O0045277,I00089641,2023-02-24,late_delivery,128.6,approved
R0003316,O0045325,I00089732,2023-02-02,changed_mind,65.91,approved
R0003317,O0045351,I00089789,2025-04-01,not_as_expected,80.81,approved
R0003318,O0045376,I00089841,2024-03-13,damaged,72.66,approved
R0003319,O0045379,I00089847,2025-06-18,wrong_size,21.38,approved
R0003320,O0045390,I00089873,2025-08-08,late_delivery,38.53,rejected
R0003321,O0045393,I00089880,2024-12-28,late_delivery,196.5,approved
R0003322,O0045410,I00089921,2024-11-08,late_delivery,729.94,approved
R0003323,O0045412,I00089924,2024-08-24,damaged,3.22,approved
R0003324,O0045422,I00089941,2025-04-02,not_as_expected,28.84,approved
R0003325,O0045430,I00089959,2025-11-18,wrong_size,62.68,approved
R0003326,O0045431,I00089962,2024-11-09,late_delivery,10.42,rejected
R0003327,O0045433,I00089971,2025-06-18,changed_mind,44.08,approved
R0003328,O0045497,I00090091,2025-06-18,damaged,208.89,approved
R0003329,O0045519,I00090141,2023-12-30,late_delivery,16.95,approved
R0003330,O0045524,I00090154,2025-07-23,changed_mind,726.24,approved
R0003331,O0045534,I00090169,2023-07-23,damaged,27.45,approved
R0003332,O0045544,I00090196,2024-03-17,changed_mind,603.8,approved
R0003333,O0045561,I00090229,2024-01-03,not_as_expected,56.98,approved
R0003334,O0045592,I00090287,2024-10-14,damaged,59.41,approved
R0003335,O0045594,I00090293,2024-10-21,damaged,80.25,approved
R0003336,O0045611,I00090333,2024-01-15,changed_mind,12.8,approved
R0003337,O0045629,I00090368,2025-12-20,changed_mind,68.44,approved
R0003338,O0045639,I00090386,2024-01-07,damaged,10.2,approved
R0003339,O0045644,I00090394,2026-01-15,damaged,11.58,approved
R0003340,O0045695,I00090497,2023-05-12,not_as_expected,155.39,approved
R0003341,O0045698,I00090504,2023-08-19,wrong_size,24.62,rejected
R0003342,O0045708,I00090524,2024-08-07,changed_mind,12.89,approved
R0003343,O0045714,I00090533,2024-10-04,late_delivery,242.24,rejected
R0003344,O0045740,I00090576,2025-05-27,not_as_expected,10.08,approved
R0003345,O0045742,I00090579,2024-04-05,damaged,506.31,approved
R0003346,O0045747,I00090590,2024-01-11,late_delivery,10.86,rejected
R0003347,O0045756,I00090612,2024-08-06,not_as_expected,82.85,approved
R0003348,O0045760,I00090621,2025-04-17,wrong_size,47.72,approved
R0003349,O0045779,I00090649,2024-05-14,not_as_expected,56.25,approved
R0003350,O0045781,I00090652,2025-09-17,late_delivery,41.4,approved
R0003351,O0045796,I00090691,2025-06-11,wrong_size,330.89,approved
R0003352,O0045801,I00090705,2024-09-11,not_as_expected,30.65,approved
R0003353,O0045819,I00090742,2025-03-13,damaged,12.97,rejected
R0003354,O0045823,I00090749,2023-02-14,damaged,455.08,approved
R0003355,O0045824,I00090752,2025-08-12,wrong_size,530.08,rejected
R0003356,O0045847,I00090797,2025-12-05,damaged,92.53,approved
R0003357,O0045900,I00090903,2024-06-03,changed_mind,702.57,approved
R0003358,O0045910,I00090919,2025-02-07,damaged,74.58,approved
R0003359,O0045916,I00090934,2025-02-11,damaged,28.55,approved
R0003360,O0045918,I00090938,2023-05-12,not_as_expected,182.9,approved
R0003361,O0045966,I00091042,2024-02-27,wrong_size,3.97,approved
R0003362,O0045996,I00091112,2023-12-31,late_delivery,128.27,approved
R0003363,O0046001,I00091118,2025-03-04,changed_mind,58.07,approved
R0003364,O0046007,I00091128,2025-01-12,changed_mind,15.05,approved
R0003365,O0046018,I00091149,2025-10-08,damaged,71.9,approved
R0003366,O0046033,I00091172,2024-09-26,not_as_expected,300.47,approved
R0003367,O0046058,I00091224,2023-12-31,late_delivery,106.28,approved
R0003368,O0046072,I00091246,2024-06-19,not_as_expected,27.98,approved
R0003369,O0046075,I00091255,2024-07-04,damaged,7.85,approved
R0003370,O0046085,I00091271,2023-07-19,wrong_size,103.11,approved
R0003371,O0046111,I00091315,2023-08-28,wrong_size,164.58,approved
R0003372,O0046114,I00091318,2023-05-14,wrong_size,1200.6,approved
R0003373,O0046141,I00091373,2023-11-24,wrong_size,561.04,approved
R0003374,O0046148,I00091383,2024-08-17,wrong_size,54.12,approved
R0003375,O0046149,I00091384,2025-05-06,changed_mind,6.4,approved
R0003376,O0046153,I00091391,2025-12-08,not_as_expected,79.3,rejected
R0003377,O0046154,I00091394,2025-08-01,not_as_expected,10.31,approved
R0003378,O0046157,I00091401,2023-04-26,not_as_expected,107.07,approved
R0003379,O0046173,I00091431,2025-03-04,wrong_size,106.5,approved
R0003380,O0046174,I00091433,2024-07-30,late_delivery,87.43,approved
R0003381,O0046180,I00091445,2025-12-10,wrong_size,42.97,approved
R0003382,O0046202,I00091485,2024-06-02,changed_mind,223.93,approved
R0003383,O0046245,I00091570,2024-07-21,late_delivery,25.67,rejected
R0003384,O0046270,I00091619,2024-10-19,damaged,571.29,approved
R0003385,O0046336,I00091741,2024-08-22,not_as_expected,121.11,approved
R0003386,O0046343,I00091756,2023-05-28,changed_mind,90.2,approved
R0003387,O0046351,I00091767,2023-01-21,wrong_size,58.69,approved
R0003388,O0046389,I00091836,2024-10-10,damaged,40.46,rejected
R0003389,O0046407,I00091879,2023-05-22,not_as_expected,15.99,approved
R0003390,O0046425,I00091914,2025-09-07,late_delivery,569.39,approved
R0003391,O0046427,I00091916,2025-04-11,not_as_expected,382.06,approved
R0003392,O0046480,I00092023,2025-12-10,damaged,87.47,approved
R0003393,O0046488,I00092042,2024-10-17,damaged,152.19,approved
R0003394,O0046493,I00092056,2023-10-24,not_as_expected,190.64,approved
R0003395,O0046511,I00092089,2023-12-17,not_as_expected,29.52,approved
R0003396,O0046516,I00092097,2025-07-27,late_delivery,13.5,approved
R0003397,O0046517,I00092100,2024-06-29,changed_mind,136.81,approved
R0003398,O0046535,I00092138,2023-08-18,not_as_expected,76.04,approved
R0003399,O0046588,I00092253,2023-08-16,not_as_expected,9.25,approved
R0003400,O0046590,I00092256,2024-08-05,damaged,95.56,approved
R0003401,O0046607,I00092294,2025-02-20,changed_mind,15.82,approved
R0003402,O0046608,I00092295,2026-01-11,late_delivery,11.92,rejected
R0003403,O0046609,I00092296,2025-02-22,wrong_size,37.37,approved
R0003404,O0046610,I00092302,2025-06-28,not_as_expected,29.81,approved
R0003405,O0046634,I00092362,2023-07-31,damaged,73.36,approved
R0003406,O0046649,I00092397,2024-06-14,not_as_expected,6.43,approved
R0003407,O0046669,I00092440,2023-03-29,not_as_expected,210.2,rejected
R0003408,O0046684,I00092470,2025-03-31,damaged,5.04,approved
R0003409,O0046701,I00092505,2024-07-02,damaged,190.43,approved
R0003410,O0046715,I00092538,2025-12-12,wrong_size,39.83,approved
R0003411,O0046737,I00092590,2024-02-20,not_as_expected,82.04,approved
R0003412,O0046738,I00092591,2025-06-18,damaged,80.08,approved
R0003413,O0046742,I00092599,2024-07-19,late_delivery,14.08,approved
R0003414,O0046744,I00092601,2024-02-02,not_as_expected,11.02,approved
R0003415,O0046758,I00092619,2023-06-23,wrong_size,98.63,approved
R0003416,O0046760,I00092621,2024-09-22,not_as_expected,3.08,rejected
R0003417,O0046767,I00092636,2025-01-07,late_delivery,71.76,approved
R0003418,O0046776,I00092653,2024-08-21,changed_mind,107.9,approved
R0003419,O0046781,I00092662,2025-08-08,wrong_size,9.78,approved
R0003420,O0046787,I00092677,2025-01-19,wrong_size,79.58,approved
R0003421,O0046794,I00092692,2025-03-30,late_delivery,129.6,approved
R0003422,O0046807,I00092720,2025-05-24,changed_mind,245.68,approved
R0003423,O0046818,I00092740,2023-08-18,damaged,14.47,approved
R0003424,O0046820,I00092744,2023-09-12,not_as_expected,9.74,approved
R0003425,O0046834,I00092770,2023-03-21,late_delivery,55.71,rejected
R0003426,O0046840,I00092782,2024-10-22,not_as_expected,9.61,approved
R0003427,O0046884,I00092856,2024-06-20,not_as_expected,53.84,approved
R0003428,O0046893,I00092876,2025-12-07,damaged,33.86,approved
R0003429,O0046913,I00092918,2023-02-21,not_as_expected,55.72,approved
R0003430,O0046915,I00092921,2023-05-22,not_as_expected,172.61,approved
R0003431,O0046947,I00092994,2025-05-29,damaged,3.9,approved
R0003432,O0046979,I00093055,2023-07-24,not_as_expected,67.78,approved
R0003433,O0047010,I00093110,2024-03-05,not_as_expected,6.35,approved
R0003434,O0047033,I00093153,2023-03-31,damaged,25.8,approved
R0003435,O0047039,I00093165,2025-01-29,late_delivery,55.25,approved
R0003436,O0047046,I00093176,2024-05-29,changed_mind,60.53,approved
R0003437,O0047068,I00093220,2024-11-21,wrong_size,156.06,approved
R0003438,O0047106,I00093299,2023-03-25,late_delivery,86.96,approved
R0003439,O0047131,I00093345,2024-07-11,wrong_size,571.38,approved
R0003440,O0047136,I00093354,2023-01-27,changed_mind,65.67,approved
R0003441,O0047138,I00093360,2025-12-07,wrong_size,10.16,approved
R0003442,O0047140,I00093363,2024-03-26,late_delivery,34.72,rejected
R0003443,O0047155,I00093391,2025-11-08,late_delivery,73.53,approved
R0003444,O0047160,I00093398,2023-06-01,not_as_expected,93.34,approved
R0003445,O0047166,I00093407,2023-02-25,not_as_expected,258.7,approved
R0003446,O0047176,I00093421,2026-01-10,damaged,274.12,approved
R0003447,O0047181,I00093430,2024-04-02,changed_mind,63.82,rejected
R0003448,O0047200,I00093476,2024-05-30,wrong_size,19.84,approved
R0003449,O0047221,I00093521,2024-10-20,wrong_size,23.78,approved
R0003450,O0047266,I00093618,2025-04-11,not_as_expected,79.91,approved
R0003451,O0047267,I00093619,2023-09-21,damaged,55.56,approved
R0003452,O0047271,I00093625,2024-01-16,not_as_expected,109.9,approved
R0003453,O0047292,I00093665,2024-04-21,damaged,37.69,rejected
R0003454,O0047314,I00093707,2023-12-11,damaged,74,approved
R0003455,O0047315,I00093708,2023-12-03,wrong_size,210.47,approved
R0003456,O0047318,I00093712,2024-05-04,not_as_expected,550.41,approved
R0003457,O0047321,I00093720,2023-07-18,changed_mind,108.32,approved
R0003458,O0047344,I00093758,2025-03-16,changed_mind,139.66,approved
R0003459,O0047353,I00093774,2023-10-16,not_as_expected,42.28,approved
R0003460,O0047359,I00093784,2023-05-26,not_as_expected,283.21,approved
R0003461,O0047363,I00093792,2023-05-09,late_delivery,191.8,approved
R0003462,O0047393,I00093850,2025-04-05,not_as_expected,67.33,approved
R0003463,O0047400,I00093874,2024-10-31,not_as_expected,38.67,approved
R0003464,O0047419,I00093905,2025-10-14,not_as_expected,122.29,approved
R0003465,O0047420,I00093906,2023-04-14,changed_mind,234.62,approved
R0003466,O0047432,I00093925,2024-05-15,not_as_expected,335.62,approved
R0003467,O0047439,I00093939,2023-10-18,late_delivery,3.51,approved
R0003468,O0047448,I00093952,2023-07-08,wrong_size,113.38,approved
R0003469,O0047501,I00094055,2025-06-11,late_delivery,115.43,approved
R0003470,O0047527,I00094104,2024-01-29,damaged,38.14,approved
R0003471,O0047534,I00094117,2024-05-09,damaged,16.75,approved
R0003472,O0047550,I00094145,2024-07-12,wrong_size,66.25,approved
R0003473,O0047557,I00094155,2023-12-25,damaged,257.19,approved
R0003474,O0047568,I00094179,2023-05-23,changed_mind,121.82,approved
R0003475,O0047573,I00094189,2023-11-15,late_delivery,150.64,approved
R0003476,O0047574,I00094192,2024-02-25,late_delivery,259.86,approved
R0003477,O0047575,I00094193,2024-05-26,changed_mind,9.27,approved
R0003478,O0047578,I00094198,2024-01-02,wrong_size,12,approved
R0003479,O0047583,I00094212,2024-12-17,damaged,95.64,rejected
R0003480,O0047593,I00094243,2025-06-26,wrong_size,12.48,approved
R0003481,O0047609,I00094264,2025-12-14,changed_mind,92.48,approved
R0003482,O0047648,I00094335,2024-12-22,wrong_size,57.71,approved
R0003483,O0047654,I00094344,2023-06-12,late_delivery,29.07,approved
R0003484,O0047662,I00094359,2025-10-27,not_as_expected,45.75,approved
R0003485,O0047666,I00094364,2026-01-06,not_as_expected,26.73,approved
R0003486,O0047684,I00094399,2024-06-08,late_delivery,59.75,approved
R0003487,O0047685,I00094402,2025-05-10,late_delivery,108.79,approved
R0003488,O0047700,I00094438,2024-04-28,late_delivery,318.95,approved
R0003489,O0047713,I00094462,2025-05-19,wrong_size,81.8,approved
R0003490,O0047721,I00094472,2025-09-02,late_delivery,14.3,approved
R0003491,O0047724,I00094477,2025-01-31,not_as_expected,236.92,approved
R0003492,O0047729,I00094485,2023-08-08,damaged,74.92,approved
R0003493,O0047732,I00094494,2023-08-13,changed_mind,16.33,approved
R0003494,O0047741,I00094513,2024-05-11,not_as_expected,68.19,approved
R0003495,O0047747,I00094527,2023-09-02,not_as_expected,217.9,approved
R0003496,O0047755,I00094544,2024-12-08,wrong_size,78.67,approved
R0003497,O0047768,I00094572,2024-06-12,changed_mind,67.85,approved
R0003498,O0047779,I00094595,2025-03-24,not_as_expected,230.44,approved
R0003499,O0047781,I00094597,2024-01-14,wrong_size,80.1,approved
R0003500,O0047788,I00094614,2024-11-28,wrong_size,37.49,approved
R0003501,O0047793,I00094625,2023-02-08,damaged,38.28,approved
R0003502,O0047812,I00094665,2024-07-26,wrong_size,71.23,approved
R0003503,O0047824,I00094690,2024-01-25,damaged,182.04,approved
R0003504,O0047860,I00094766,2025-09-05,damaged,13.72,rejected
R0003505,O0047871,I00094789,2023-01-24,damaged,40.3,approved
R0003506,O0047872,I00094792,2023-08-04,changed_mind,75.11,approved
R0003507,O0047895,I00094836,2024-05-04,not_as_expected,141.62,approved
R0003508,O0047910,I00094862,2025-09-05,not_as_expected,727.55,approved
R0003509,O0047929,I00094896,2025-03-15,not_as_expected,42.29,approved
R0003510,O0047933,I00094900,2024-08-01,not_as_expected,130.77,approved
R0003511,O0047934,I00094901,2024-08-30,changed_mind,82.01,rejected
R0003512,O0047979,I00094990,2024-12-26,not_as_expected,104.27,approved
R0003513,O0047991,I00095010,2024-03-26,not_as_expected,75.13,approved
R0003514,O0047995,I00095024,2024-12-27,changed_mind,25.11,approved
R0003515,O0048011,I00095056,2023-10-26,changed_mind,21.35,approved
R0003516,O0048013,I00095060,2024-11-21,wrong_size,266.11,rejected
R0003517,O0048024,I00095081,2023-12-29,not_as_expected,62.65,approved
R0003518,O0048028,I00095091,2024-11-28,damaged,178.99,approved
